T13,Gross Value added by kind of economic activity,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
740,Suriname,2019,Services (% of gross value added),57.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.4,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.9,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.6,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.6,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.6,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,1995,Industry (% of gross value added),30.5,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2005,Industry (% of gross value added),28.1,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2010,Industry (% of gross value added),27.0,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2015,Industry (% of gross value added),24.8,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2018,Industry (% of gross value added),25.5,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2019,Industry (% of gross value added),25.0,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,1995,Services (% of gross value added),66.2,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2005,Services (% of gross value added),70.5,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2010,Services (% of gross value added),71.1,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2015,Services (% of gross value added),73.5,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2018,Services (% of gross value added),73.0,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2019,Services (% of gross value added),73.4,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.8,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.7,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.6,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.6,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.7,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,1995,Industry (% of gross value added),30.0,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2005,Industry (% of gross value added),27.0,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2010,Industry (% of gross value added),25.8,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2015,Industry (% of gross value added),25.3,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2018,Industry (% of gross value added),25.4,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2019,Industry (% of gross value added),25.5,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,1995,Services (% of gross value added),68.5,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2005,Services (% of gross value added),72.2,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2010,Services (% of gross value added),73.5,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2015,Services (% of gross value added),74.1,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2018,Services (% of gross value added),73.9,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2019,Services (% of gross value added),73.8,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",20.3,Includes taxes less subsidies on production and imports.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",19.7,Includes taxes less subsidies on production and imports.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",20.7,Includes taxes less subsidies on production and imports.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",20.6,Includes taxes less subsidies on production and imports.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",20.6,Includes taxes less subsidies on production and imports.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,1995,Industry (% of gross value added),18.1,Gas distribution is included in Wholesale and retail trade.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2005,Industry (% of gross value added),31.2,Gas distribution is included in Wholesale and retail trade.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2010,Industry (% of gross value added),30.7,Gas distribution is included in Wholesale and retail trade.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2015,Industry (% of gross value added),30.0,Gas distribution is included in Wholesale and retail trade.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2018,Industry (% of gross value added),30.1,Gas distribution is included in Wholesale and retail trade.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2019,Industry (% of gross value added),30.1,Gas distribution is included in Wholesale and retail trade.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,1995,Services (% of gross value added),53.7,Includes taxes less subsidies on production and imports.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2005,Services (% of gross value added),48.5,Includes taxes less subsidies on production and imports.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2010,Services (% of gross value added),49.6,Includes taxes less subsidies on production and imports.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2015,Services (% of gross value added),49.3,Includes taxes less subsidies on production and imports.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2018,Services (% of gross value added),49.3,Includes taxes less subsidies on production and imports.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2019,Services (% of gross value added),49.3,Includes taxes less subsidies on production and imports.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",23.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",21.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",24.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",21.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",22.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,1995,Industry (% of gross value added),48.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2005,Industry (% of gross value added),30.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2010,Industry (% of gross value added),27.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2015,Industry (% of gross value added),27.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2018,Industry (% of gross value added),38.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2019,Industry (% of gross value added),36.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,1995,Services (% of gross value added),20.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2005,Services (% of gross value added),45.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2010,Services (% of gross value added),50.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2015,Services (% of gross value added),47.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2018,Services (% of gross value added),39.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2019,Services (% of gross value added),40.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",9.2,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",10.5,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.9,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.3,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.3,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,1995,Industry (% of gross value added),37.3,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2005,Industry (% of gross value added),38.5,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2010,Industry (% of gross value added),39.9,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2015,Industry (% of gross value added),36.2,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2018,Industry (% of gross value added),35.6,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2019,Industry (% of gross value added),35.5,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,1995,Services (% of gross value added),53.6,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2005,Services (% of gross value added),52.3,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2010,Services (% of gross value added),49.6,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2015,Services (% of gross value added),54.9,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2018,Services (% of gross value added),56.1,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2019,Services (% of gross value added),56.2,At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",29.7,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",24.7,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",17.8,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",17.4,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",14.1,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,1995,Industry (% of gross value added),36.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2005,Industry (% of gross value added),5.4,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2010,Industry (% of gross value added),8.7,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2015,Industry (% of gross value added),18.4,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2018,Industry (% of gross value added),16.1,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2019,Industry (% of gross value added),29.3,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,1995,Services (% of gross value added),38.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2005,Services (% of gross value added),64.8,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2010,Services (% of gross value added),66.6,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2015,Services (% of gross value added),63.8,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2018,Services (% of gross value added),66.5,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2019,Services (% of gross value added),56.6,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",34.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",33.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",24.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",22.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",22.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,1995,Industry (% of gross value added),27.5,Refers to buildings and public works.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2005,Industry (% of gross value added),16.5,Refers to buildings and public works.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2010,Industry (% of gross value added),16.0,Refers to buildings and public works.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2015,Industry (% of gross value added),20.1,Refers to buildings and public works.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2018,Industry (% of gross value added),21.8,Refers to buildings and public works.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2019,Industry (% of gross value added),22.0,Refers to buildings and public works.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,1995,Services (% of gross value added),38.3,Refers to trade only.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2005,Services (% of gross value added),49.5,Refers to trade only.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2010,Services (% of gross value added),50.3,Refers to trade only.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2015,Services (% of gross value added),55.6,Refers to trade only.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2018,Services (% of gross value added),55.8,Refers to trade only.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2019,Services (% of gross value added),56.0,Refers to trade only.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",20.7,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",18.7,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",19.7,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",20.6,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",23.4,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,1995,Industry (% of gross value added),21.6,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2005,Industry (% of gross value added),19.4,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2010,Industry (% of gross value added),20.5,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2015,Industry (% of gross value added),18.1,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2018,Industry (% of gross value added),18.5,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2019,Industry (% of gross value added),18.0,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,1995,Services (% of gross value added),54.5,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2005,Services (% of gross value added),59.9,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2010,Services (% of gross value added),60.9,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2015,Services (% of gross value added),62.3,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2018,Services (% of gross value added),60.9,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2019,Services (% of gross value added),58.6,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.9,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.7,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.1,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.1,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
